r0,r1,r2,r3,r4,mean,std,steps
0.06754554492069871,0.05258766514156277,0.05098748438316744,0.06065137158297863,0.05596902691192718,0.05754821858806695,0.005995335894908872,15
0.10673363543341295,0.06951723429636758,0.10272564725041147,0.06485292762830869,0.06493010240697511,0.08175190940309515,0.018879726509397662,20
0.07237406573076073,0.05838535775272159,0.10313093932574678,0.0572919106508774,0.05665725956813767,0.06956790660564884,0.017758299337845833,25
0.08064915860063714,0.06362246163639304,0.0635010647374352,0.05896925024966317,0.06959909601947262,0.06726820624872024,0.0074945101585936,30
0.07682139457978704,0.0770655322586634,0.07247073297268479,0.06891647943830743,0.0799278119432896,0.07504039023854644,0.003879832200970432,35
0.07174624387858822,0.07915972261485482,0.11312015821393544,0.04672208749990312,0.06996803433267985,0.0761432493079923,0.02144510481356866,40
0.07041638852353561,0.09533488586256496,0.10385335147780532,0.09874724267338146,0.0741164453167056,0.08849366277079859,0.013574612313573837,45
0.09993075297798411,0.09038134790224135,0.08826130326070121,0.08633786024755538,0.08203879806469494,0.08939001249063541,0.00594508077820257,50
0.07373387989511809,0.10307172480867882,0.1375099675683896,0.10074692250998023,0.09623865880754037,0.10226023071794144,0.020471954435062386,55
0.11839462377001303,0.10124844692086869,0.12543908295856432,0.10335930231295147,0.09026208380251176,0.10774070795298185,0.012598308386125455,60
0.094573709649277,0.09041399156964677,0.14209556395712697,0.09276623030389534,0.11095890627145082,0.10616168035027937,0.019369905608718648,65
0.0898272264990264,0.11848345660044489,0.138313031300384,0.07571530548685805,0.11921832174574161,0.108311468326491,0.02247976692777308,70
0.1355965635685541,0.09172218909524346,0.12590437722426318,0.08367306062887817,0.17085625368078747,0.12155048883954526,0.031533265100301654,75
0.11652035192616564,0.1306470535679303,0.5889931481869266,0.07947780281092875,0.476052377525437,0.2783381468034777,0.21125365847124575,80
0.09236701903472924,0.11803808008264945,0.9264124961133532,0.1601916008019076,0.09862217277750228,0.27912627376202837,0.32451042076315295,85
0.14414172025683844,0.16017836375738287,0.11209184368839026,0.2282302178411426,0.29386272847711215,0.18770097480417325,0.06524504727211033,90
0.24900226874622577,0.22338507080898365,0.2192829974845787,0.35362577735570366,0.18728643487679028,0.2465165098544564,0.057032453273721986,95
0.18682605010829306,0.7580611262247604,0.1349948794629139,0.8402226200168751,0.2622265973598706,0.4364662546345426,0.30000238130750095,100
0.24396346712970982,0.8036321945558738,0.8294258531046828,0.9103341218543983,1.0008781538840417,0.7576467581057413,0.2659369719362531,105
0.5419169340153596,0.22916005729559796,0.10916235179414335,0.21787393960442802,0.9240875205415823,0.40444016065022226,0.2972044063358122,110
0.3034060954096218,0.9537053253607765,1.0042495720622668,0.826072493692878,1.0085437399988653,0.8191954453048815,0.26618664941203,115
0.8206660663679342,0.3855772982288061,0.9031022775284777,0.8344678573330695,0.8616065341802273,0.7610840067277029,0.18984966012874713,120
0.18817038310042736,0.34586440254311857,0.651026112174212,0.2970756335194856,0.8342627862224983,0.46327986351194833,0.24082044995548932,125
1.0128659289766766,0.8438241819560462,0.44720416630835513,1.008333023543829,0.9147359723950186,0.8453926546359852,0.20878787776077323,130
0.8229480895766764,1.008530892172113,0.997730056222704,1.0009628246783058,1.0090273101541458,0.967839834560789,0.07257595456505701,135
0.4480533672666902,0.9254878998864121,0.9104574788013164,1.0025647062159575,1.003450541290581,0.8580027986921914,0.20852695730217416,140
0.7839951410526337,0.7502240417298619,0.6213246746539797,1.0061935187760849,1.012953924351971,0.8349382601129062,0.15259122150551452,145
1.0090228103214545,0.9136240159539473,0.35826131195445055,1.0130155518093424,1.0125696574289345,0.8612986694936258,0.25436504119710873,150
1.0097152723872003,1.0142482132061326,0.9125130604258084,0.7382334787220921,1.0083392898703412,0.936609862922315,0.10625541936016591,155
0.9095040719686703,1.007074228511109,1.0026675581007982,0.9373899962160653,0.9190441734247282,0.9551360056442741,0.04160923466745558,160
0.945760303548725,0.9615047731347811,0.9989064630295679,0.7465760402228514,1.0022711041891978,0.9310037368250246,0.09471162824960043,165
0.8747436673371178,0.9394554201309454,0.8316497164597387,1.0073762148783862,0.9106349011236321,0.912771983985964,0.059486987730346344,170
1.0020944189415573,0.8955015081454638,0.9198229238161424,0.9208810487578446,0.998608284149342,0.94738163676207,0.044206265405350074,175
1.0066494152031777,0.9383382422524802,0.9958702842110578,1.0105654992720754,0.28048183930995413,0.8463810560497491,0.2841434691416499,180
1.0020350665271318,1.0063270202201735,0.827507595337527,0.9161649412348613,1.0027749177999694,0.9509619082239326,0.07044167426834697,185
1.000670556063918,0.9705146614567584,0.5842645150565993,1.0076918192607716,0.7809260144893447,0.8688135132654784,0.16474764458279703,190
0.9997150075500919,0.9279373103306707,0.8876973949754973,0.9289763128561331,0.4029984687667053,0.8294648988958198,0.21626330083752415,195
1.0033198296986738,0.9543631721070926,0.9200113066698811,0.9209958189445322,1.0087760697992076,0.9614932394438774,0.038462343591486446,200
1.0092357860764378,1.0003692917609661,0.9109113068543389,0.9186716105732499,1.0059725694377382,0.9690321129405461,0.04444583160445644,205
0.8661269344416507,1.0100153355537502,1.0028174494169486,0.9967037088174002,1.0039805892762128,0.9759288035011926,0.05506331041916522,210
0.47359286686549273,0.9993330234270756,0.1735755612443639,0.9999879815278929,0.9190217437836327,0.7131022353696916,0.3331930698619513,215
0.9123106831952478,0.999987387170413,0.5048837597862287,0.9988920371026786,1.0012933365304326,0.883473440757,0.192322756334392,220
1.003687563536709,1.0042541008194386,1.004021209327618,0.9586760482623926,0.9517508381162777,0.9844779520124872,0.023995192702440327,225
1.0055509402741853,1.001960779643932,0.4574623626758227,0.9461375011407546,0.9492981771287826,0.8720819521726954,0.20882454565214495,230
1.0113384272122934,1.0049401851303266,0.999519110369303,0.9423351416565774,1.0004757525863366,0.9917217233909674,0.02504399938436114,235
1.0071754467773928,1.0026722706067428,1.003333473079204,1.0006718781600066,0.9207166765272129,0.9869139490301118,0.033165684858421265,240
0.9071169308953871,0.9998147039101951,1.0024717308902458,0.9143014402368955,1.0039465192088524,0.9655302650283151,0.04483840614645497,245
1.0015109889775682,1.0010021998891887,1.0022559045075836,0.9987686261697579,0.9936191591210312,0.9994313757330259,0.003130218570743082,250
0.9108945088099554,0.9994877966981851,0.9226852856180833,1.0021721993524588,0.75664894150616,0.9183777463969685,0.08925369535913916,255
0.9186901007458207,1.002116729782448,1.0055702381650211,0.914784406614529,0.662788748967406,0.900790044855045,0.12522528258670199,260
0.9854361998791382,1.0015904413942804,1.0044602773756175,0.9381547391543452,0.9185871368343184,0.9696457589275399,0.03487267891783617,265
0.890454616997993,1.0062251649307576,0.9992111549178839,1.0040576876004537,0.8125109668928796,0.9424919182679936,0.07832275650622267,270
0.9660124173861838,0.8698886064768491,0.9350378072251102,0.10955567036019925,1.0001741120273655,0.7761337226951416,0.3360401169258166,275
1.0095288749976625,1.0026718161879502,0.9404798690527889,1.0041588004282391,0.6994505190338803,0.9312579759401041,0.11862591691463197,280
1.0025504391865525,1.0046879707724838,0.44468543895338386,0.9125012667438092,0.3126292796114141,0.7354108790535288,0.2961419472054688,285
0.9342124296318313,1.0075029677567635,0.7309149426640915,1.0020228274610057,0.6558500994816002,0.8661006533990584,0.14531974248431698,290
0.9098220069561892,1.0008053100032344,1.0056930511612887,0.8281736565985256,0.8369353351405154,0.9162858719719507,0.07647121136756001,295
1.006085672423867,0.9112802526773279,0.8153229620583328,0.8899307875773952,0.6432063716300112,0.8531652092733868,0.12134948145490372,300
0.8409726755703079,1.0018294170369166,0.6996526887427925,0.9966519130297168,1.0037817313904067,0.9085776851540281,0.1214387557422136,305
0.9986555491273499,1.003586453666467,0.9062121595047619,1.002007866598557,0.8391176275359175,0.9499159312866106,0.06656715229949793,310
0.8233109894274442,1.0044272857086016,0.9150802475134117,0.6845292906653677,1.0038987756746478,0.8862493177978946,0.12107093133438195,315
0.9986588409982597,1.0015839844194934,0.8255233912102178,0.13850936467486422,0.7556843456717129,0.7439919853949095,0.31767975406734883,320
0.997608332041075,1.0026936050442397,0.9089070049137047,0.5172299180887486,0.8270757424432787,0.8507029205062093,0.17879181773829322,325
1.005218626615207,1.002798450754063,0.7758965634064839,0.20801059252505869,0.8147977945221696,0.7613444055645964,0.29224032246532233,330
1.0054331401116592,1.0069994819307175,0.5741132190661999,0.16389538099360487,0.7169241316468321,0.6934730707498027,0.3133263957354624,335
1.0079364774373925,1.003046296287169,0.9770370927215066,0.80417087942112,0.7802974291148963,0.9144976349964168,0.10066236110886322,340
